tweet_id,sentiment,tweet,username
1201071792653300000,Nuet,እስቲ  አስተማሪ የሚደጋግመውን ቃል የቆጠራችሁ ወይም የምታስታውሱትን?,918417677
1201092474212630000,Neg,አንተ ልጀ ግን በጤናህ ነው ወይስ ላማና አብይ የሚባሉ ሰይጣናት ለከፉህ? ደሞ ስለራስህ ብቻ ለምን ነው የማታወራው? እናከብርሀለን!!! ???? ከነማን ጋር ነው የምታከብረው?,781001984
1201107991916920000,Mix,ለማ ለሚኮ አብቹ ለሚኮ ትላንት የአንድ ሳንቲም ገፅታ መሆናችሁን አሳያችሁን በፈጣሪም በህዝብ ዘንድ የተወደዳችሁ የተቀናባችሁ ነበራችሁ። እውነት ለሰይጣን እድል…,918417677
1201199131374600000,Pos,ደህና እግዚአብሄር ይመስገን! እኔ በጣም ደህና ነኝ፡፡ ቤተሰብ ሁሉ ሰላም? :-),918417677
1200930461939160000,Pos,እሺ,918417677
1200982263674130000,Neg,ቆሻሻ ይሄ ከሀዲ,918417677
1201096455211110000,Nuet,ሰንበትን በተስፋ ለህፃናት በጎ አድራጎት:  ይህ በጎ አድራጎት ድርጅት በወ/ሮ ወይንሸት ከ19 አመት በፊት የተመሰረተ ሲሆን በኤች አይቪና በተለያየ ምክንያት ወላጆቻቸውን ላጡ ህፃናትና ደጋፊ የሌላቸ…,918417677
1201106489429160000,Neg,በሲዳማ እና በደቡብ ክልል መካከል ልደረግ ያለው የስልጣን ሽግግር ሆነ ተብሎ ለህዝብ ግልጽ ባልሆነ ምክንያት እየተጓተተ ነው። የስልጣን ሽግግሩ በሚቀጥሉት ጥቅት ቀናት ውስጥ የማይካሄ…,781001984
1204826844245180000,Pos,ጎበዞች,781001984
1201483165707250000,Pos,Dave! መውረድ ጥሩ አይደለም!!! ወርቅ የሚያዘንብ መንግስት የለም::,781001984
1201093641042900000,Pos,ውይይት ነው መፍትሄው። ልክ ነው። ማን ከማን መቼ እና እንዴት ይወያይ? የህወሓት ሽማግሌዎች እንደሽማግሌ አክት አያረጉም። አሁን ደግሞ ይባስ ብሎ ለማ ከዐብይ መሸማገል ሊኖርበት ነው…,781001984
1201214645828230000,Pos,የኢዜማን ያህል ጥርት ያለ ፕሮግራም፣ ድርጅታዊ ፍልስፍና እና የፖሊሲ አማራጭ ያለው ፓርቲ አለ? አለ ካልክ ወዲህ በል፡፡,781001984
1205397327592270000,Neg,አሹፉ ብቻ,781001984
1201413642849320000,Pos,እባካችሁ ስብሰብ በሉ። ፐሮግራም የኑራችሁ። ሀገ ደንብ ይኑራችሁ። ራእይ ይኑራችሁ። ህዛበችሁን ተዋወቁ። እየተባለ በዓለም ላይ የፖለቲካ ፓርቲዎች የሚለመኑበት ሀገር ኢትዮጵያ ብቻ ሳይ…,781001984
1201063799467520000,Nuet,አንቺ ከሴቶች ሁሉ የተባረክሽ ነሽ የማህፀንሽም ፍሬ የተባረከ ነው      ፀጋን የተመላሽ ድንግል ሆይ                 ደስ ይበልሽ,781001984
1207057514564660000,Mix,አብሽር አትጣሉም ቀልድ ያውቃል እሺ,918417677
1201157948799470000,Pos,በደንብ እረዳለሁ ፡፡ ኡራ-ቻን ፣ መልካም ልደት,918417677
1201214479972720000,Pos,እጅግ ታሪካዊ ቀን ነው። እጅግ የማከብረው ኦቦ ለማ ያረጋገጠልኝ ነገር ቢኖር ዶር. አብይ እንዴት ባለ ከባድ ፈተና ውስጥ ብልፅግናን እንደወለደ ብቻ ነው።,918417677
1201495043288300000,Mix,ትዝብቱን ነው የተናገረው ! ትዝብትን መናገር ደግሞ ክፋት የለውም ! ወያኔ ኦርቶዶክስ እና አማራን አከርካሪ ሰብረናል ማለቱን አስታውስ !,918417677
1201174482620170000,Mix,የሲዳማ ሕዝበ ውሳኔ ኢትዮጵያ እየሄደችበት ያለውን የዴሞክራሲ ጎዳና አመላካች ነው ካሉ፤ ኢፍትሀዊ በሆነ መንገድ የታፈነውን የካፋን ህዝብ ህገ መንግስታዊ የመብት ጥያቄም ተፈፃሚ እንዲ…,918417677
1201229169755070000,Mix,እንደውም ወደፊት ፀባዬ ተሻሽሎ ውሻ ከወደድኩ እና ካሳደኩ ሳላስፈቅድህ ሁላ አቦል ብዬ እንደምጠራው ቃል ገባለሁኝ።,781001984
1201006224470340000,Neg,ሱሴ ብቻ አይደለም አረ ... እንደ አሽሽ ነው ያ ማለት ደሞ ድብን አድርጎ ይጦዛል ማለት ነው!! ይሄ ቅሌታም!! ስለዚ በአሽሽ ከሚጦ…,918417677
1201011076873310000,Nuet,ትልልቆቹ ዘፋኞች እኮ ያለ ምክንያት ዘፈን አይዘፍኑም??  ኦቦ ለማ ከባለሃብቶች ጋር ያረጉት ስብሰባ የተናገሩትን እንዲህ ቀነጣጥቤዋለው??  ዶ/ር ዐብይ ዛሬ እየሰሙት ያለው ዘፈን??????  እሞት…,918417677
1201050075780260000,Pos,ቅዱስ ዮሐንስ የሰፈሬ ደብር ♥⛪??  እንኳን አደረሰህ!,918417677
1201059124047480000,Nuet,እንግዳ ሲመጣ ብቻ የሚወጣ የቤት እቃ እናንተም ቤት ነበር???,918417677
1201396244888920000,Mix,አቶለማ ከዝህ በፌት ከተናገራቸው ንግግሮች እኔና አብይን ሞት እንጂ የሚለየን የለም ነበር ያለው በመሀል ሜዳ ወራጂ አለ ብሎ አረፈው የሚገርም  መቼም ይሄን ብለክ በስልጣንክ መቆየት…,918417677
1201063044945780000,Neg,ወጥ እየሰራቺሁ ገና ዘይት ጠብ ከማረጋቺሁ   Mom: በርቺ ዘይቱን ገለበጥሺው አይደል?? ?ምን ታረጊ ሰርተሺ አላመጣሺው በደንብ ደፋፊው  ያባቴ አምላክ ይድፋሽ????  እስኪ ዛሬ እናታች…,781001984
1201179558948560000,Neg,አዲስ አበባ ላይ demography ለውጥ ለማምጣት የሚሰሩት፣ ሰበታ ቡራዩ እና ለገጣፎ ላይ  Ethnic cleansing እንዲካሄድ እውቅና የሰጡት ኢትዮጵያ ሱሴ ደህና ነዎት ?,781001984
1201311312292110000,Pos,ኦሮሚያ ለ ተወለዱ ወይም ረዥም ጊዜ ለ ኖሩ አማሮች ኦሮሚያ አገራቸው ነች:: እሱ ክርክር ውስጥ የሚገባ አይደለም::,781001984
1201514151618710000,Neg,me: :(   animal crossing villagers: በአዋልድ ስም በአስራ ሦስተኛው አጋንንት “ቴይለር ስዊፍ” ፣ ይህን ሰው በመንጽሔ ነበልባል ውስጥ በዘላለማዊ ሥቃይ እንረግማለን። ሰይጣን…,918417677
1209165327038390000,Neg,የምታየው ቆጮ መቁረጫ አይደለም,918417677
1201491645688160000,Nuet,ህወሀት አባታዊ ትግስቷን እየተወጣች ትገኛለች። የህወሀት ትግስት አለማድነቅ አይቻልም  (ዲማ ነገዎ) (የሰሞኑ የአላማጣ ከተማ ሁኔታ የTPLF ትዕግስት ማሳያ ነው Tariku Solome Rebso),781001984
1201145777097190000,Nuet,Mako Billi ከብልፅግና ወደ ኦሮሞ ፓርት ዝውውር የሚያደርግ ከሆነ አሁን ከሚካፈለው 700 በሶስት እጥፍ አሳደገን 2100 ለመክፈል ዝግጁ ነን። ምን ትላለህ መኮ?,918417677
1210261757010160000,Neg,በጣም ደደብ ነኝ ፡፡  ይቅርታ,918417677
1200975101824510000,Pos,የተዛባ የአመጋገብ ሥርዓት ችግሮችን ዜሮ የማድረግ እንቅስቃሴ,781001984
1201275550205140000,Neg,ልክ እንዳንተው ነው ፌቡ ላይ እንዳየሁት ባለማመን ፌክ ከሆነ ብዬ አካውንቱን በድጋሚ ቼክ አደረኩ። ከዛ በቃ አፈርኩኝ,918417677
1201212349534930000,Pos,መሪዬ ጌታ በደሙ ይሸፍንክ ስላንተ ሳስብ ይደክመኛል እንደ ድፎ ዳቦ እሳቱ ነደደብክ በጣም ነው እምታሳዝነኝ ዬethiopia መሪ dr. አብይ አህመድ በፀሎትም በድምፅም ከጎንህ ነኝ,918417677
1201114945418600000,Nuet,ኮፒ ስትገዢ መቼም የወረቀት እና የህትመት ነው ምትከፍይው፣ ፍሬም ለማሰራት ደግሞ የእንጨት እና የመስተዋት እንዲሁም ፍሬ ምን የሚሰራው ባለሙያ የእጅ ነው ምትከፍይው፣ ስል…,781001984
1207701324101380000,Pos,አቶ ታከለ ጎበዝ,781001984
1201421988474030000,Pos,ፀዲዬን ስሙልኝ እስቲ - መቼም ቀንደኛ አድናቂዋ መሆኔን በአደባባይ ካወጅኩ ሰንብቻለሁ አንግዲህ - እና ሰይፉ ላይ ስታወራ ድምጧ ራሱ ሙዚቃ ይመስል ስወዛወዝ ነበር :D  - አሪፍ ስ…,918417677
1206917565097930000,Pos,ጀግናዬ ትንሽ ጥሌ,781001984
1201220871005840000,Mix,ለምን ይባርኩታል ነው ጥያቄው? ለምሳሌ የኢዜማን የሚባርክ ቄስ፥ የባልደራስን ከሚባርከው ጋር ተቃራኒ ነው የሚቆሙት,918417677
1201166273180320000,Pos,ኦዴፓ ብቻ ሊመልሰው የሚችለው ከሌሎች ጋር ሲዋሃድ የማይመለሰው የኦሮሞን ጥያቄ ለሚነግርኝ ውለታውን በታላቅ ምስጋና አቀርብ ነበር።,918417677
1201489611933000000,Mix,ተስፋ አሳይተው በነሱን ቁጥር በdisappointመንቱ ጨጉአራችን እርር የሚል ብዙ ሀገራችንን የምንወድ ሰዎች እንዳለን ምነው ቢያስቡ? በስንቱ አዘንን,781001984
1201146178903120000,Mix,ያመኑት ሲከዳ ቀለለ ዕዳ ይላሉ ምሳሊያዊ ንግግሮች፣ ምን ያህል እውነት እንደሆነ ባይገባኝም። በዘር የተከፋፈለች ኢትዮጵያን ወደ አንድ ለማምጣት ትለፋለህ!ብዙ…,918417677
1201176215719150000,Mix,DSTV የአውሮፓ እግር ኩዋስ ጨዋታዎችን በአማርኛ ቁዋንቁዋ ማስተላለፍ ጀመረ!!! የነፍጠኞች ቁዋንቁዋ አለምን መወረሩን ቀጥሎበታል። ቁዋንቁዋችን ልዩ ነው!!!,918417677
1201371114427070000,Pos,ግጭትና ብጥብጥ ወይም አለመረጋጋት በሚከሰትበት ወቅት መገናኛ ብዙሃን በሚያቀርቡት መረጃ ይፈተናሉ፡፡ ከተፅእኖ ነፃ ሆነው ሀላፊነት በተሞላበት ሁኔታ የሁሉንም ወገን ድምፅ ማካተት የሙያው ሥነ-ምግባር ግድ ይላቸዋል፡፡ 2/3,781001984
1205016951216620000,Nuet,ፈጣሪየ ሆይ ብድር የማያስፈረውን የመንግስታችንን ልቦና ስጠኝ 2.9 ቢሊየን ዶላር ሌላ ብድር,918417677
1201180123715770000,Mix,ይሄ በጎ ጅማሬ ነው:: ሌላ አምባገነን ስትል ኢሕአዴግ አምባገነን ነበር እያልክ ነው? ከሆነ እሱን በፍትሐዊ ስርእአት ለመተካት ትክክ…,918417677
1210618398956220000,Neg,Dodorant ም ይጨምራል በዚህ አይነት! ከባድ ነው ብቻ,918417677
1200945074458150000,Mix,“አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ,918417677
1201142749442920000,Neg,ባደረከው ነገር ምክንያት ቤተሰቦችዎ ደም ይፈስሳሉ ፡፡  ለካርማህ ዘላለማዊ ሥቃይ ይሰማቸዋል ፡፡  ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው…,918417677
1201411749678890000,Pos,ሃሳባችንን መሰብሰብ የሚያስችለን ቀላል መንገድ!,918417677
1201362789752860000,Mix,ለማ መገርሳ ሰው ነው ሊሳሳት ይችላል ፍቅራችነን የተሳሳተ ሀሳቡን በመደገፍ መግለፅ ከውዝግብ የዘለለ ፋይዳ የለውም ውሾች ይጮሃሉ ግመሎችም ይጓዛሉ እንዲሉ።,918417677
1201033804909100000,Pos,ቸር ያሠማን?? መልካም ሠንበት??,918417677
1201201272168160000,Mix,የኢህአዴግ አባል ፓርቲዎች በውህደት ወደ ብልፅግና ያደረጉትን ሽግግር የሳውል ወደ ጳውሎስን የመሰለ ያርግላቸው። አሜን በል??,781001984
1201444026890760000,Pos,እንኳን ደሰ አለህ  ውድ  መሪያችን,781001984
1208226963170750000,Mix,እራሴን ከገደልኩ አይደለም,781001984
1201173971401670000,Pos,እናም ሃይማኖቶች በፖለቲካዊ በዓላትና ስብሰባዎች ላይ ንግግር ማድረግ ቢከለከሉ መልካም ነው።,781001984
1201462606227220000,Mix,ሰበር *** ክቡር አቶ ተገኔ ጌታነህ የቀድሞው የፌዴራል ጠቅላይ ፍርድ ቤት ፕሬዝደንት ባደረባቸው ህመም ሕዳር 22 ቀን 2012 ዓ.ም አርፈዋል፡፡,781001984
1201205046538570000,Nuet,ዶ/ር ጸጋዬ አራርሳ፡ ግንባር አይዋሀድም...አዲሱ ውህደት ምንም ህጋዊ መሠረት የለውም።,781001984
1208280458468810000,Nuet,ፓስታ የእንፋሎት ማጽጃ አይደለም,781001984
1201251829683820000,Nuet,ሲጀመርም አላማው ኢትዮጵያውያንን ለመጥቀም ሳይሆን ከፋፍሎ መዝረፍ ነበርና ዛሬም ጎሳን መሰረት ባደረገ ከፋፋይ ፖለቲካ መቀጠል የምትሻው ወያኔ ፍላጎቷ ከፋፍሎ መ…,781001984
1200976688538100000,Neg,ለማ = አፍራሽ ??,781001984
1201234543694530000,Mix,1. በኦሮሚያ ክልል ህግና ስርዓት ማስፈን አልተቻለም፤ 2. በብዙ የኦሮሚያ አካባቢዎች የባለስልጣናት ግድያ የእለት ተዕለት ዜና ነው፤ 3. ለማ ትኩሳቱን ላይ ሰቅሎታል፤  የጠሚ አብይ…,781001984
1201473914217650000,Neg,መጀመርያ የሞተ ድርጅት እንዴት ብሎ ነው ስለዚ ጉዳይ ማስተባበል እሚችሎው።,781001984
1201119333470160000,Nuet,ምነው አይደለም እንዴ?,781001984
1201375769156440000,Nuet,እሱን ለሞኝ አማትህ። አብን የአማራ ሕዝብ ምርጫ ነው። በናንተ የአህዮ አንድነት ፖለቲካ ያተረፍነው ነገር የለም። ከአብን ጋ መሆን ካለበት የራሳ…,781001984
1200918007192670000,Pos,የተማሪዎች የምገባ መርሃ ግብርን አጠናክሮ ማስቀጠል የሚያስችል ህግ እየተዘጋጀ መሆኑ ተገለፀ,781001984
1201061370084640000,Pos,ኢትዮጵያን ይበትናል የሚል እምነት የለኝም መሰረታዊ የሆነ የፌደራሊዝም ተቃርኖ ግን አለው አሁን ሁሉም ዝም ያለው የፖርቲ ፕሮግራም ስለሆነ ነው ወደ…,781001984
1201027328161260000,Neg,አስመሳይ,781001984
1201491575471260000,Pos,እውነት ነው የምትተማመነው መሪ ሲኖርህ እንደ በላይ እምቢ! የማለትአቅም ትገነባለህ::??,781001984
1201441780211860000,Pos,ለመልአኩ ለቅዱስ ዑራኤል ወርሃዊ መታሰቢያ በዐል እንኳን አደረሰን ፀሎት ቃል ኪዳኑ ሁላችንንም ይጠብቀን??አሜን,918417677
1201186104759720000,Nuet,ልዩ ጥቅም / ልዩ ዜጋ የመሆን ጥያቄ,918417677
1201480682280800000,Pos,“ህንፃው ምን ቢለዝም ምን ቢፀዳ ቤቱ፤   መንገዱ ቢሰፋ ቢንጣለል አስፓልቱ፤ ሰው ሰው ካልሸተተ ምንድነው ውበቱ?      የእኔ ውብ ከተማ የኔ ውብ ሀገር፤               የሰ…,781001984
1201488446877060000,Neg,ማቶስቶሱን ረስተህለት ፊልሙን ብቻ ካየህ ምንም አይልህም ፋሶ,781001984
1201137209530860000,Pos,ተስፋ አደርጋለሁ -,781001984
1201153471715690000,Neg,እድል ገጥሞ የመጨረሻ ዘንጠህ ከሀፍታም ልጆች ጋር ተቀላቅለህ ስትዝናና ዝንቦች የሚወሩ አንተን ነው።,781001984
1201421103467570000,Pos,ታማኝ -ስለ አንዷለም አራጌ!  አንዷለም አራጌን የዘመናችን የሰላማዊ ትግል ጀግና ነው።አንዷለም ለነጻነቱ ቆዳውን ቀይሯል ፣ ህጻን ልጁንና ቤለቤቱን በጉረኖ ውስጥ ሆኖ በሳምንት አን…,918417677
1201509253216980000,Pos,በመከላከያ ሚኒስትሩ አቶ ለማ መገርሳ የተመራ ከፍተኛ የኢትዮጵያ ልዑካን ቡድን አሜሪካ ገባ,781001984
1206928434980640000,Neg,ለፉቶ መና,781001984
1200970118626360000,Nuet,No one:  Habeshas: ጸና ነሽ? እንደምን ነሽ? ሁሉም ሰላም ነው? አንቺስ ደና ነሽ?,918417677
1200941943330670000,Pos,ደህና,781001984
1201110244144920000,Mix,በአንድ ትግል መስመር ላይ የቆሙ ጓዳዋች በመካከላቸው የሃሳብ ልዩነት ስፋጣር የጋራ ጥቅምን ለማስከበር እንጂ ለስልጣን እሽቅድምድም አይደለም፡፡ ሊሆንም አይችልም፡፡ ይሄ ከሆነ ደግሞ የኦሮሞ ሕዝብ ያውቃል፡፡,918417677
1201376379662710000,Pos,ለጂንካ ዩኒቨርስቲ የአስተዳደርና ተማሪዎች አገልግሎት ምክትል ፕሬዚዳንት ውድድር ለ3ኛ ጊዜ የወጣ ግልፅ ማስታወቂያ,781001984
1201264924808180000,Mix,በዚህ አጋጣሚ ትግራይ ነፃ ሀገር ስለሆነች ደስ ብሎናል ። ነገር ግን ይህ ሁሉ መስዋእት ተከፍሎ እንደ አብይና ቧያሌው አይነት ሰዋች ኢትዮጵያውያን ሲያፈርስዋት ስታይ ያማል,918417677
1201437670569910000,Neg,የህክምና ባለሙያው ከተለመደው ሚና ውጪ..,781001984
1201148834291810000,Pos,ልዩነቱ ሰርግና ምላሽ የሆነላቸው ከመከፋፈል ጥቅም የሚመኙ ናቸው:: አናሳ አስተሳሰብ ያላቸው ጎልተው የሚታዩት ትንሽ ስብስብ ውስጥ ስለሆነ የሀገር ማነስ የነሱ መግዘፍ…,781001984
1206335176424500000,Pos,ምርጥ ምክር,781001984
1205532447141700000,Nuet,አሰፋ የትዝታው ፈለግ ጀግና,781001984
1201411110806650000,Pos,መጀመሪያ ቃል ብቻ ነበረ፤  ቃልም በቀለም ተቀናበረ፤ ቃልና ቀለም በተግባር ኖረ፤ መዕራፉን ጨርሶ ቋጠረ።,781001984
1201569633549070000,Pos,የኔ ጀግና,918417677
1201364324217990000,Mix,ቤጣም ጥሩ ናው። አብቾው ምንያዳሪጋል አንተ ከውሲጥና ከውጫ ጣላት እደላ እያወክ ከውዲምክ ጋሪ ለምን አትሲማማም?? ያን ክፉ ዛማን አብራቹ አሳልፋቹው ዛረማላያያ…,918417677
1201026135066380000,Mix,የሚሉትን አያውቁም ና ይቅር በላቸዉ!,918417677
1201137372525710000,Mix,የኢትዮጵያ ጠቅላይ ሚኒስትር ሰላም በሌለበት ሰላም ኣውርጂለው በማለተቸው ሲከሰሱ ከነሱ በታች ላሉ የወጣ ከታች ኣለ፡፡,918417677
1201006906636040000,Nuet,እኔ በአባቴ እንዳለሁ እናንተም በእኔ እንዳላችሁ እኔም በእናንተ እንዳለሁ በዚያን ቀን ታውቃላችሁ። ትእዛዜ በእርሱ ዘንድ ያለው እርሱም የሚጠብቀኝ እርሱ የሚወደኝ እርሱ ነው ፤ አባቴ…,918417677
1201210925245700000,Mix,ችግር የለውም እሱን እዚሁ ማስተካከል ይቻላል ፤ ብሄር የለንም የሚሉት የራሳቸውን ፓርቲ ይፍጠሩ,918417677
1201448330116630000,Neg,በ ምላጭ ምድምድ አድርገው ልጨው በሺተኛ ካስመስሉን ቡሃላ አሁን ገና ሰው ሆንክ ሚሉት ነገር እንዴት ይርሳል??????,918417677
1201374007385300000,Neg,በሠሯቸው እርምጃዎች ምክንያት ቤተሰቦችዎ ደምን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው…,918417677
1201143745707750000,Mix,እኛስ የማይረሳ የልጅነት ጊዜ አሳልፈናል: ይብላኝ እንጂ ለዚህ ደህና ነሽ እንዴት ነሽ  ትውልድ! ??,918417677
1201138650882430000,Mix,እኔ የልገባግ እቺ ኦቦ ለማ መገርሳን የቀነሰች የአብይ ውስጥ ያለው ኢትዮጵያዊነት ነው ?,918417677
1201192448573280000,Nuet,በየሃይማኖታዊና ህዝባዊ በዓላት የፖለቲካ መሪዎች የሚያደርጉት ጣልቃ ገብነትና ንግግር መቅረት አለበት።,918417677
1200948802477270000,Mix,“አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ) -…,918417677
1201276665457980000,Nuet,እስክንድር ነጋ እና ኤርሚያስ ለገሰ በዳላስ ቴክሳስ የባላደራ ምክርቤት ስብሰባ - ቀጥታ ስርጭት,918417677
1200939497267040000,Pos,የሚገርም ትዝታ,918417677
1209484736432870000,Pos,ራስህ ?? እሺ,918417677
1201421848082290000,Nuet,ለትምክሕት አይደለም ይህን መናገሬ፤ ለማስቀናት እንጂ ሰነፈን ገበሬ፤ ሐዋርያም ሴጥፍ ወዳርድእቱ መንጋ፤ ቅኑ አስቀኑ ይላላ ለምትበልጥ  ጸጋ።   አለቃ ኪዳነወልድ ክፍሌ,918417677
1201244122868300000,Neg,በቀለ ገርባ ስለ ፒፒ ምን አገባው ?  ለምን ኦፌኮን አቅፎ አይተኛም  ይህ ሰው በአማርኛ እንዳይናገር መከልከል አለበት  በቀለ አፉን በከፈተ ቁጥር የሚወጣውየዘረኝነት ግማት ብቻ  ነው ሰለቸኝ ::,918417677
1201349178728810000,Nuet,በሴቶቹ ማራቶን ኬንያና ኢትዮጵያ ብቻ ናቸው እንዴ የተወዳደሩት ?,918417677
1201215125199500000,Nuet,ስራን ለነገ ማቆየት አስፈላጊ አይደለም why wait?,918417677
1201027622895070000,Pos,አሜን ይመጣል    ደስ የሚል ዝማሬ ነው ዘማሪ ጵኒኤል ጌታ ይባርክህ ተባረክ  Doxa Arts studio በቆንጆና ለአይን በሚማርክ ቀረፃና ኤዲቲንግ መልዕክቱን አድርሶናል ተባረኩ…,918417677
1201057909859370000,Neg,በአሁን ሰአት ኢትዬጲያ ውስጥ ገዢ ፓርቲ እንደለለ አስተውለዋል?ኢህአዴግ በጉባኤ ፈርሳለች የኢትዬጲያ ብልፅግና ፓርቲም ሳትመሰረት ትከስማለች!ለ2012ምርጫ አዳዲስ ፓርቲዎች እርስበርስ…,918417677
1201213464636800000,Nuet,ዐቢይ ስምምነቱ ከተፈረመ በኋላ ዐቢይ «ብዙዎች ብልፅግናን የሚቃወሙት እና የሚጠሉት በግልፅ ቋንቋ ሌብነት ጥዩፍ ነው። የማይሰራ፣ የማይተጋ ሰነፍ ከእኛ ጋር መቀጠል አይችልም» የሚል አቋም በመያዙ…,918417677
1201448704655400000,Pos,????አዎ ከትላንት በላይ ዛሬ ላይ በአንተና በሀገራችን ትልቅ ተስፋ ሰንቀናልና ከጎንህ እንሰለፋለን።   ❤????ጥሌ-ወመቂ,918417677
1201341906342560000,Mix,ተምራ ከልተማርክ  ተማራ ከሚበል፡ ሰትማር በንፁህ  አዕምሮ ብትኖር ይሻለል፡ ፡,918417677
1201485264104900000,Mix,?? ቀዩ መንግሥቱ ሃ/ማርያም ፣ ?? የብልግና ፓርቲ አባል እና መስራች፣ የእናቱ ጥፋት ልጇ የኢትዮጲያ መሪ እንደሚሆን እንጂ እንዴት እንደሚወርድ አልነገረችውም‼,918417677
1201180634963680000,Pos,በርታልን!  የዉሕድቱን ፕሮግራም ማግኘት ብንችል የበለጠ በጥልቀት ተረድተን ማሰረዳቱንም አናግዝ ነበር::,918417677
1201462799203020000,Pos,ወሎ ክልል ቢሆን ጥሩ ነው ??,918417677
1201166729419900000,Nuet,፪. የጉብኝትዎ ዋና መስመር ከሆነው መቀለ- ኣብዓላ- ኢረብቲ መንገድ ተገንጥሎ ወደ ኤርታዕለ የሚያቀናው የበረሃ መንገድ ኣልባ መስመር ከጉዞ ወኪሎች ውጪ ፍፁም መንቀሳቀስ የተወሳሰበ…,918417677
1200928156422680000,Mix,ኣው ትክክል ነሽ በቀና ኣስተሳሰብና በቀና ስራ ግን ኣብይ እየሰራ ያው ለኢትዮጵያውን ውድመት ለውጭ ወራሪች ጥቅም ብቻ ነው,918417677
1201351965046970000,Nuet,መጨረሻው ስለተቆረጠ እንጂ እውነት ነው የባትሪያችን ፐርሠንት ተቀይሮዋል የሁላችሁም ስልክ ባትሪ 1% ቀነሠ ነው የሚለው,918417677
