tweet_id,tweet
1201096455211110000,ሰንበትን በተስፋ ለህፃናት በጎ አድራጎት:  ይህ በጎ አድራጎት ድርጅት በወ/ሮ ወይንሸት ከ19 አመት በፊት የተመሰረተ ሲሆን በኤች አይቪና በተለያየ ምክንያት ወላጆቻቸውን ላጡ ህፃናትና ደጋፊ የሌላቸ…
1207057514564660000,አብሽር አትጣሉም ቀልድ ያውቃል እሺ
1204826844245180000,ጎበዞች
1201483165707250000,Dave! መውረድ ጥሩ አይደለም!!! ወርቅ የሚያዘንብ መንግስት የለም::
1201093641042900000,ውይይት ነው መፍትሄው። ልክ ነው። ማን ከማን መቼ እና እንዴት ይወያይ? የህወሓት ሽማግሌዎች እንደሽማግሌ አክት አያረጉም። አሁን ደግሞ ይባስ ብሎ ለማ ከዐብይ መሸማገል ሊኖርበት ነው…
1201214645828230000,የኢዜማን ያህል ጥርት ያለ ፕሮግራም፣ ድርጅታዊ ፍልስፍና እና የፖሊሲ አማራጭ ያለው ፓርቲ አለ? አለ ካልክ ወዲህ በል፡፡
1205397327592270000,አሹፉ ብቻ
1201413642849320000,እባካችሁ ስብሰብ በሉ። ፐሮግራም የኑራችሁ። ሀገ ደንብ ይኑራችሁ። ራእይ ይኑራችሁ። ህዛበችሁን ተዋወቁ። እየተባለ በዓለም ላይ የፖለቲካ ፓርቲዎች የሚለመኑበት ሀገር ኢትዮጵያ ብቻ ሳይ…
1201063799467520000,አንቺ ከሴቶች ሁሉ የተባረክሽ ነሽ የማህፀንሽም ፍሬ የተባረከ ነው      ፀጋን የተመላሽ ድንግል ሆይ                 ደስ ይበልሽ
1201229169755070000,እንደውም ወደፊት ፀባዬ ተሻሽሎ ውሻ ከወደድኩ እና ካሳደኩ ሳላስፈቅድህ ሁላ አቦል ብዬ እንደምጠራው ቃል ገባለሁኝ።
1201157948799470000,በደንብ እረዳለሁ ፡፡ ኡራ-ቻን ፣ መልካም ልደት
1201214479972720000,እጅግ ታሪካዊ ቀን ነው። እጅግ የማከብረው ኦቦ ለማ ያረጋገጠልኝ ነገር ቢኖር ዶር. አብይ እንዴት ባለ ከባድ ፈተና ውስጥ ብልፅግናን እንደወለደ ብቻ ነው።
1201495043288300000,ትዝብቱን ነው የተናገረው ! ትዝብትን መናገር ደግሞ ክፋት የለውም ! ወያኔ ኦርቶዶክስ እና አማራን አከርካሪ ሰብረናል ማለቱን አስታውስ !
1201174482620170000,የሲዳማ ሕዝበ ውሳኔ ኢትዮጵያ እየሄደችበት ያለውን የዴሞክራሲ ጎዳና አመላካች ነው ካሉ፤ ኢፍትሀዊ በሆነ መንገድ የታፈነውን የካፋን ህዝብ ህገ መንግስታዊ የመብት ጥያቄም ተፈፃሚ እንዲ…
1201006224470340000,ሱሴ ብቻ አይደለም አረ ... እንደ አሽሽ ነው ያ ማለት ደሞ ድብን አድርጎ ይጦዛል ማለት ነው!! ይሄ ቅሌታም!! ስለዚ በአሽሽ ከሚጦ…
1201011076873310000,ትልልቆቹ ዘፋኞች እኮ ያለ ምክንያት ዘፈን አይዘፍኑም??  ኦቦ ለማ ከባለሃብቶች ጋር ያረጉት ስብሰባ የተናገሩትን እንዲህ ቀነጣጥቤዋለው??  ዶ/ር ዐብይ ዛሬ እየሰሙት ያለው ዘፈን??????  እሞት…
1201063044945780000,ወጥ እየሰራቺሁ ገና ዘይት ጠብ ከማረጋቺሁ   Mom: በርቺ ዘይቱን ገለበጥሺው አይደል?? ?ምን ታረጊ ሰርተሺ አላመጣሺው በደንብ ደፋፊው  ያባቴ አምላክ ይድፋሽ????  እስኪ ዛሬ እናታች…
1201050075780260000,ቅዱስ ዮሐንስ የሰፈሬ ደብር ♥⛪??  እንኳን አደረሰህ!
1201059124047480000,እንግዳ ሲመጣ ብቻ የሚወጣ የቤት እቃ እናንተም ቤት ነበር???
1201396244888920000,አቶለማ ከዝህ በፌት ከተናገራቸው ንግግሮች እኔና አብይን ሞት እንጂ የሚለየን የለም ነበር ያለው በመሀል ሜዳ ወራጂ አለ ብሎ አረፈው የሚገርም  መቼም ይሄን ብለክ በስልጣንክ መቆየት…
1201179558948560000,አዲስ አበባ ላይ demography ለውጥ ለማምጣት የሚሰሩት፣ ሰበታ ቡራዩ እና ለገጣፎ ላይ  Ethnic cleansing እንዲካሄድ እውቅና የሰጡት ኢትዮጵያ ሱሴ ደህና ነዎት ?
1201514151618710000,me: :(   animal crossing villagers: በአዋልድ ስም በአስራ ሦስተኛው አጋንንት “ቴይለር ስዊፍ” ፣ ይህን ሰው በመንጽሔ ነበልባል ውስጥ በዘላለማዊ ሥቃይ እንረግማለን። ሰይጣን…
1201311312292110000,ኦሮሚያ ለ ተወለዱ ወይም ረዥም ጊዜ ለ ኖሩ አማሮች ኦሮሚያ አገራቸው ነች:: እሱ ክርክር ውስጥ የሚገባ አይደለም::
1201491645688160000,ህወሀት አባታዊ ትግስቷን እየተወጣች ትገኛለች። የህወሀት ትግስት አለማድነቅ አይቻልም  (ዲማ ነገዎ) (የሰሞኑ የአላማጣ ከተማ ሁኔታ የTPLF ትዕግስት ማሳያ ነው Tariku Solome Rebso)
1201145777097190000,Mako Billi ከብልፅግና ወደ ኦሮሞ ፓርት ዝውውር የሚያደርግ ከሆነ አሁን ከሚካፈለው 700 በሶስት እጥፍ አሳደገን 2100 ለመክፈል ዝግጁ ነን። ምን ትላለህ መኮ?
1200975101824510000,የተዛባ የአመጋገብ ሥርዓት ችግሮችን ዜሮ የማድረግ እንቅስቃሴ
1210261757010160000,በጣም ደደብ ነኝ ፡፡  ይቅርታ
1201275550205140000,ልክ እንዳንተው ነው ፌቡ ላይ እንዳየሁት ባለማመን ፌክ ከሆነ ብዬ አካውንቱን በድጋሚ ቼክ አደረኩ። ከዛ በቃ አፈርኩኝ
1201114945418600000,ኮፒ ስትገዢ መቼም የወረቀት እና የህትመት ነው ምትከፍይው፣ ፍሬም ለማሰራት ደግሞ የእንጨት እና የመስተዋት እንዲሁም ፍሬ ምን የሚሰራው ባለሙያ የእጅ ነው ምትከፍይው፣ ስል…
1201421988474030000,ፀዲዬን ስሙልኝ እስቲ - መቼም ቀንደኛ አድናቂዋ መሆኔን በአደባባይ ካወጅኩ ሰንብቻለሁ አንግዲህ - እና ሰይፉ ላይ ስታወራ ድምጧ ራሱ ሙዚቃ ይመስል ስወዛወዝ ነበር :D  - አሪፍ ስ…
1207701324101380000,አቶ ታከለ ጎበዝ
1206917565097930000,ጀግናዬ ትንሽ ጥሌ
1201220871005840000,ለምን ይባርኩታል ነው ጥያቄው? ለምሳሌ የኢዜማን የሚባርክ ቄስ፥ የባልደራስን ከሚባርከው ጋር ተቃራኒ ነው የሚቆሙት
1201489611933000000,ተስፋ አሳይተው በነሱን ቁጥር በdisappointመንቱ ጨጉአራችን እርር የሚል ብዙ ሀገራችንን የምንወድ ሰዎች እንዳለን ምነው ቢያስቡ? በስንቱ አዘንን
1201166273180320000,ኦዴፓ ብቻ ሊመልሰው የሚችለው ከሌሎች ጋር ሲዋሃድ የማይመለሰው የኦሮሞን ጥያቄ ለሚነግርኝ ውለታውን በታላቅ ምስጋና አቀርብ ነበር።
1201146178903120000,ያመኑት ሲከዳ ቀለለ ዕዳ ይላሉ ምሳሊያዊ ንግግሮች፣ ምን ያህል እውነት እንደሆነ ባይገባኝም። በዘር የተከፋፈለች ኢትዮጵያን ወደ አንድ ለማምጣት ትለፋለህ!ብዙ…
1201371114427070000,ግጭትና ብጥብጥ ወይም አለመረጋጋት በሚከሰትበት ወቅት መገናኛ ብዙሃን በሚያቀርቡት መረጃ ይፈተናሉ፡፡ ከተፅእኖ ነፃ ሆነው ሀላፊነት በተሞላበት ሁኔታ የሁሉንም ወገን ድምፅ ማካተት የሙያው ሥነ-ምግባር ግድ ይላቸዋል፡፡ 2/3
1201176215719150000,DSTV የአውሮፓ እግር ኩዋስ ጨዋታዎችን በአማርኛ ቁዋንቁዋ ማስተላለፍ ጀመረ!!! የነፍጠኞች ቁዋንቁዋ አለምን መወረሩን ቀጥሎበታል። ቁዋንቁዋችን ልዩ ነው!!!
1205016951216620000,ፈጣሪየ ሆይ ብድር የማያስፈረውን የመንግስታችንን ልቦና ስጠኝ 2.9 ቢሊየን ዶላር ሌላ ብድር
1201180123715770000,ይሄ በጎ ጅማሬ ነው:: ሌላ አምባገነን ስትል ኢሕአዴግ አምባገነን ነበር እያልክ ነው? ከሆነ እሱን በፍትሐዊ ስርእአት ለመተካት ትክክ…
1201201272168160000,የኢህአዴግ አባል ፓርቲዎች በውህደት ወደ ብልፅግና ያደረጉትን ሽግግር የሳውል ወደ ጳውሎስን የመሰለ ያርግላቸው። አሜን በል??
1210618398956220000,Dodorant ም ይጨምራል በዚህ አይነት! ከባድ ነው ብቻ
1200945074458150000,“አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ
1201142749442920000,ባደረከው ነገር ምክንያት ቤተሰቦችዎ ደም ይፈስሳሉ ፡፡  ለካርማህ ዘላለማዊ ሥቃይ ይሰማቸዋል ፡፡  ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው…
1201411749678890000,ሃሳባችንን መሰብሰብ የሚያስችለን ቀላል መንገድ!
1201362789752860000,ለማ መገርሳ ሰው ነው ሊሳሳት ይችላል ፍቅራችነን የተሳሳተ ሀሳቡን በመደገፍ መግለፅ ከውዝግብ የዘለለ ፋይዳ የለውም ውሾች ይጮሃሉ ግመሎችም ይጓዛሉ እንዲሉ።
1201033804909100000,ቸር ያሠማን?? መልካም ሠንበት??
1201441780211860000,ለመልአኩ ለቅዱስ ዑራኤል ወርሃዊ መታሰቢያ በዐል እንኳን አደረሰን ፀሎት ቃል ኪዳኑ ሁላችንንም ይጠብቀን??አሜን
1201444026890760000,እንኳን ደሰ አለህ  ውድ  መሪያችን
1208226963170750000,እራሴን ከገደልኩ አይደለም
1201173971401670000,እናም ሃይማኖቶች በፖለቲካዊ በዓላትና ስብሰባዎች ላይ ንግግር ማድረግ ቢከለከሉ መልካም ነው።
1201462606227220000,ሰበር *** ክቡር አቶ ተገኔ ጌታነህ የቀድሞው የፌዴራል ጠቅላይ ፍርድ ቤት ፕሬዝደንት ባደረባቸው ህመም ሕዳር 22 ቀን 2012 ዓ.ም አርፈዋል፡፡
1201205046538570000,ዶ/ር ጸጋዬ አራርሳ፡ ግንባር አይዋሀድም...አዲሱ ውህደት ምንም ህጋዊ መሠረት የለውም።
1208280458468810000,ፓስታ የእንፋሎት ማጽጃ አይደለም
1201251829683820000,ሲጀመርም አላማው ኢትዮጵያውያንን ለመጥቀም ሳይሆን ከፋፍሎ መዝረፍ ነበርና ዛሬም ጎሳን መሰረት ባደረገ ከፋፋይ ፖለቲካ መቀጠል የምትሻው ወያኔ ፍላጎቷ ከፋፍሎ መ…
1200976688538100000,ለማ = አፍራሽ ??
1201234543694530000,1. በኦሮሚያ ክልል ህግና ስርዓት ማስፈን አልተቻለም፤ 2. በብዙ የኦሮሚያ አካባቢዎች የባለስልጣናት ግድያ የእለት ተዕለት ዜና ነው፤ 3. ለማ ትኩሳቱን ላይ ሰቅሎታል፤  የጠሚ አብይ…
1201473914217650000,መጀመርያ የሞተ ድርጅት እንዴት ብሎ ነው ስለዚ ጉዳይ ማስተባበል እሚችሎው።
1201119333470160000,ምነው አይደለም እንዴ?
1201375769156440000,እሱን ለሞኝ አማትህ። አብን የአማራ ሕዝብ ምርጫ ነው። በናንተ የአህዮ አንድነት ፖለቲካ ያተረፍነው ነገር የለም። ከአብን ጋ መሆን ካለበት የራሳ…
1200918007192670000,የተማሪዎች የምገባ መርሃ ግብርን አጠናክሮ ማስቀጠል የሚያስችል ህግ እየተዘጋጀ መሆኑ ተገለፀ
1201061370084640000,ኢትዮጵያን ይበትናል የሚል እምነት የለኝም መሰረታዊ የሆነ የፌደራሊዝም ተቃርኖ ግን አለው አሁን ሁሉም ዝም ያለው የፖርቲ ፕሮግራም ስለሆነ ነው ወደ…
1201027328161260000,አስመሳይ
1201491575471260000,እውነት ነው የምትተማመነው መሪ ሲኖርህ እንደ በላይ እምቢ! የማለትአቅም ትገነባለህ::??
1201480682280800000,“ህንፃው ምን ቢለዝም ምን ቢፀዳ ቤቱ፤   መንገዱ ቢሰፋ ቢንጣለል አስፓልቱ፤ ሰው ሰው ካልሸተተ ምንድነው ውበቱ?      የእኔ ውብ ከተማ የኔ ውብ ሀገር፤               የሰ…
1201186104759720000,ልዩ ጥቅም / ልዩ ዜጋ የመሆን ጥያቄ
1201421103467570000,ታማኝ -ስለ አንዷለም አራጌ!  አንዷለም አራጌን የዘመናችን የሰላማዊ ትግል ጀግና ነው።አንዷለም ለነጻነቱ ቆዳውን ቀይሯል ፣ ህጻን ልጁንና ቤለቤቱን በጉረኖ ውስጥ ሆኖ በሳምንት አን…
1201488446877060000,ማቶስቶሱን ረስተህለት ፊልሙን ብቻ ካየህ ምንም አይልህም ፋሶ
1201137209530860000,ተስፋ አደርጋለሁ -
1201153471715690000,እድል ገጥሞ የመጨረሻ ዘንጠህ ከሀፍታም ልጆች ጋር ተቀላቅለህ ስትዝናና ዝንቦች የሚወሩ አንተን ነው።
1201509253216980000,በመከላከያ ሚኒስትሩ አቶ ለማ መገርሳ የተመራ ከፍተኛ የኢትዮጵያ ልዑካን ቡድን አሜሪካ ገባ
1200970118626360000,No one:  Habeshas: ጸና ነሽ? እንደምን ነሽ? ሁሉም ሰላም ነው? አንቺስ ደና ነሽ?
1206928434980640000,ለፉቶ መና
1200941943330670000,ደህና
1201110244144920000,በአንድ ትግል መስመር ላይ የቆሙ ጓዳዋች በመካከላቸው የሃሳብ ልዩነት ስፋጣር የጋራ ጥቅምን ለማስከበር እንጂ ለስልጣን እሽቅድምድም አይደለም፡፡ ሊሆንም አይችልም፡፡ ይሄ ከሆነ ደግሞ የኦሮሞ ሕዝብ ያውቃል፡፡
1201376379662710000,ለጂንካ ዩኒቨርስቲ የአስተዳደርና ተማሪዎች አገልግሎት ምክትል ፕሬዚዳንት ውድድር ለ3ኛ ጊዜ የወጣ ግልፅ ማስታወቂያ
1201264924808180000,በዚህ አጋጣሚ ትግራይ ነፃ ሀገር ስለሆነች ደስ ብሎናል ። ነገር ግን ይህ ሁሉ መስዋእት ተከፍሎ እንደ አብይና ቧያሌው አይነት ሰዋች ኢትዮጵያውያን ሲያፈርስዋት ስታይ ያማል
1201437670569910000,የህክምና ባለሙያው ከተለመደው ሚና ውጪ..
1201148834291810000,ልዩነቱ ሰርግና ምላሽ የሆነላቸው ከመከፋፈል ጥቅም የሚመኙ ናቸው:: አናሳ አስተሳሰብ ያላቸው ጎልተው የሚታዩት ትንሽ ስብስብ ውስጥ ስለሆነ የሀገር ማነስ የነሱ መግዘፍ…
1206335176424500000,ምርጥ ምክር
1205532447141700000,አሰፋ የትዝታው ፈለግ ጀግና
1201411110806650000,መጀመሪያ ቃል ብቻ ነበረ፤  ቃልም በቀለም ተቀናበረ፤ ቃልና ቀለም በተግባር ኖረ፤ መዕራፉን ጨርሶ ቋጠረ።
1201569633549070000,የኔ ጀግና
1201364324217990000,ቤጣም ጥሩ ናው። አብቾው ምንያዳሪጋል አንተ ከውሲጥና ከውጫ ጣላት እደላ እያወክ ከውዲምክ ጋሪ ለምን አትሲማማም?? ያን ክፉ ዛማን አብራቹ አሳልፋቹው ዛረማላያያ…
1201026135066380000,የሚሉትን አያውቁም ና ይቅር በላቸዉ!
1201137372525710000,የኢትዮጵያ ጠቅላይ ሚኒስትር ሰላም በሌለበት ሰላም ኣውርጂለው በማለተቸው ሲከሰሱ ከነሱ በታች ላሉ የወጣ ከታች ኣለ፡፡
1201006906636040000,እኔ በአባቴ እንዳለሁ እናንተም በእኔ እንዳላችሁ እኔም በእናንተ እንዳለሁ በዚያን ቀን ታውቃላችሁ። ትእዛዜ በእርሱ ዘንድ ያለው እርሱም የሚጠብቀኝ እርሱ የሚወደኝ እርሱ ነው ፤ አባቴ…
1201210925245700000,ችግር የለውም እሱን እዚሁ ማስተካከል ይቻላል ፤ ብሄር የለንም የሚሉት የራሳቸውን ፓርቲ ይፍጠሩ
1201448330116630000,በ ምላጭ ምድምድ አድርገው ልጨው በሺተኛ ካስመስሉን ቡሃላ አሁን ገና ሰው ሆንክ ሚሉት ነገር እንዴት ይርሳል??????
1201374007385300000,በሠሯቸው እርምጃዎች ምክንያት ቤተሰቦችዎ ደምን ያፈሳሉ ፡፡ ለድርጊቶችዎ የዘላለም ሥቃይ ይሰማቸዋል ፡፡ ያፈሰሱ እንባዎች ወደ ደም ይለወጣሉ ፣ የሚሰማቸው…
1201143745707750000,እኛስ የማይረሳ የልጅነት ጊዜ አሳልፈናል: ይብላኝ እንጂ ለዚህ ደህና ነሽ እንዴት ነሽ  ትውልድ! ??
1201138650882430000,እኔ የልገባግ እቺ ኦቦ ለማ መገርሳን የቀነሰች የአብይ ውስጥ ያለው ኢትዮጵያዊነት ነው ?
1201192448573280000,በየሃይማኖታዊና ህዝባዊ በዓላት የፖለቲካ መሪዎች የሚያደርጉት ጣልቃ ገብነትና ንግግር መቅረት አለበት።
1200948802477270000,“አቶ ለማ መገርሣ መድረክ ላይ ሆነው ውህደቱ አስፈላጊ አይደለም፤ የመደመር ዕሳቤው አያስኬድም አላሉም። አማራጭም አላቀረቡም።” - ታየ ደንደአ) -…
1201276665457980000,እስክንድር ነጋ እና ኤርሚያስ ለገሰ በዳላስ ቴክሳስ የባላደራ ምክርቤት ስብሰባ - ቀጥታ ስርጭት
1200939497267040000,የሚገርም ትዝታ
1209484736432870000,ራስህ ?? እሺ
1201421848082290000,ለትምክሕት አይደለም ይህን መናገሬ፤ ለማስቀናት እንጂ ሰነፈን ገበሬ፤ ሐዋርያም ሴጥፍ ወዳርድእቱ መንጋ፤ ቅኑ አስቀኑ ይላላ ለምትበልጥ  ጸጋ።   አለቃ ኪዳነወልድ ክፍሌ
1201244122868300000,በቀለ ገርባ ስለ ፒፒ ምን አገባው ?  ለምን ኦፌኮን አቅፎ አይተኛም  ይህ ሰው በአማርኛ እንዳይናገር መከልከል አለበት  በቀለ አፉን በከፈተ ቁጥር የሚወጣውየዘረኝነት ግማት ብቻ  ነው ሰለቸኝ ::
1201349178728810000,በሴቶቹ ማራቶን ኬንያና ኢትዮጵያ ብቻ ናቸው እንዴ የተወዳደሩት ?
1201215125199500000,ስራን ለነገ ማቆየት አስፈላጊ አይደለም why wait?
1201027622895070000,አሜን ይመጣል    ደስ የሚል ዝማሬ ነው ዘማሪ ጵኒኤል ጌታ ይባርክህ ተባረክ  Doxa Arts studio በቆንጆና ለአይን በሚማርክ ቀረፃና ኤዲቲንግ መልዕክቱን አድርሶናል ተባረኩ…
1201057909859370000,በአሁን ሰአት ኢትዬጲያ ውስጥ ገዢ ፓርቲ እንደለለ አስተውለዋል?ኢህአዴግ በጉባኤ ፈርሳለች የኢትዬጲያ ብልፅግና ፓርቲም ሳትመሰረት ትከስማለች!ለ2012ምርጫ አዳዲስ ፓርቲዎች እርስበርስ…
1201213464636800000,ዐቢይ ስምምነቱ ከተፈረመ በኋላ ዐቢይ «ብዙዎች ብልፅግናን የሚቃወሙት እና የሚጠሉት በግልፅ ቋንቋ ሌብነት ጥዩፍ ነው። የማይሰራ፣ የማይተጋ ሰነፍ ከእኛ ጋር መቀጠል አይችልም» የሚል አቋም በመያዙ…
1201448704655400000,????አዎ ከትላንት በላይ ዛሬ ላይ በአንተና በሀገራችን ትልቅ ተስፋ ሰንቀናልና ከጎንህ እንሰለፋለን።   ❤????ጥሌ-ወመቂ
1201341906342560000,ተምራ ከልተማርክ  ተማራ ከሚበል፡ ሰትማር በንፁህ  አዕምሮ ብትኖር ይሻለል፡ ፡
1201485264104900000,?? ቀዩ መንግሥቱ ሃ/ማርያም ፣ ?? የብልግና ፓርቲ አባል እና መስራች፣ የእናቱ ጥፋት ልጇ የኢትዮጲያ መሪ እንደሚሆን እንጂ እንዴት እንደሚወርድ አልነገረችውም‼
1201180634963680000,በርታልን!  የዉሕድቱን ፕሮግራም ማግኘት ብንችል የበለጠ በጥልቀት ተረድተን ማሰረዳቱንም አናግዝ ነበር::
1201462799203020000,ወሎ ክልል ቢሆን ጥሩ ነው ??
1201166729419900000,፪. የጉብኝትዎ ዋና መስመር ከሆነው መቀለ- ኣብዓላ- ኢረብቲ መንገድ ተገንጥሎ ወደ ኤርታዕለ የሚያቀናው የበረሃ መንገድ ኣልባ መስመር ከጉዞ ወኪሎች ውጪ ፍፁም መንቀሳቀስ የተወሳሰበ…
1200928156422680000,ኣው ትክክል ነሽ በቀና ኣስተሳሰብና በቀና ስራ ግን ኣብይ እየሰራ ያው ለኢትዮጵያውን ውድመት ለውጭ ወራሪች ጥቅም ብቻ ነው
1201351965046970000,መጨረሻው ስለተቆረጠ እንጂ እውነት ነው የባትሪያችን ፐርሠንት ተቀይሮዋል የሁላችሁም ስልክ ባትሪ 1% ቀነሠ ነው የሚለው
1201438012028130000,አገሬን ወደ ብልፅግና ለመምራት የሚያደርጉትን መልካም ጥረት ሁሉ ፈጣሪ ይባርክ! ከጎንዎ ነኝ!
1200996469181940000,ነፍሳችሁን መልሰህ ለማግኘት የሚወጣው መጽሔት ቀላል አይደለም። ስለሆነም እነሱን ለማግኘት የሚደረጉት ጥረቶች እና ሌሎቹ ሙሉ በሙሉ እና ሙሉ በሙሉ ትርጉም የለሽ ይሆናሉ ፡፡ እርስዎ…
1201097707697430000,የችግሮች ዘላቂ መፍትሔ ልዩነት በዴሞክራሲያዊ አስተሳሰብ ልእልና ማመን ስንችል ብቻ ነው::
1201485821976740000,?????? ያው ሲጣሉ ህዝብ ሰላም ይነሳሉ ከሚል ፍርሃት ነው እኮ
1201224082831920000,እውነተኛ የዜጎች እኩልነት አሻራ ታሪካዊ የትውልድ ትንሳኤ ምእራፍ ብልጽግና ከኢትዮጵያዊነት ጋር ወደፊት!!!!
1208538494437610000,የፓለቲካ prostitute ከመስራት ሁሉንም በእኩል አይን እይቶ ትክክለኛ ፍትህ መውሰድ ይችላሉ ንብረት
1201099797190580000,ከዚህ ሰከንድ 7 ቀናት አለዎት።  የድንግል ማርያም እርግማን ታገደ ፡፡  ከኃጢአትህ ንስሐ ግባ ወይም በቀሪው የሕይወትህ ዘመን ሁሉ መካን በሆነ ማህፀን ኃጢአት ተወስደሃል።
1201189917549870000,ሕዝብ እንደፈለገው የምትመራው እንጂ እንደፈለግከው የምትመራው አይደለም:: እሱንም ከመረጠህ::   ሕዝብ በግ አይደለም በሕጻናት አስተሳሰብና በ’ሰርፕራይዝ የሚመራው::   ሳትመረጡ ስልጣን ተፈናጣ…
1200931757878590000,የቤቲ ታፈሰን አመል የሚችለዉ ሄኖክ ጋቢ ብቻ ነዉ
1201030571402640000,“የአብ ቃል አክብሮሽ እናት ያደረገሽ እግዚአብሔር በቃሉ ፍፁም ያከበረሽ የምንመካብሽ መሰላላችን ነሽ“ ????
1201162046626240000,ስለ አስፈላጊ ነገሮች ማውራትን ነውር ካደረግነው ሰነበትን።
1201172823328350000,እውነት ነው! እኔ ጸበል መርጨት ከሚገባቸው ውስጥ ነኝ ??
